ConstituentID,DisplayName,ArtistBio,Nationality,Gender,BeginDate,EndDate,Count of Work
7199,Kent Macintosh,American,American,Male,0,0,0
7200,Torsten Thorup,"Danish, born 1944",Danish,Male,1944,0,0
7201,Wassili Luckhardt,"German, 1899–1972",German,Male,1899,1972,0
7202,Herbert H. Schultes,"German, born 1938",German,Male,1938,0,0
7203,Norbert Schlagheck,"German, born 1925",German,Male,1925,0,0
7204,Hap Sakwa,"American, born 1950",American,Male,1950,0,1
7205,Hosowo Tomohiro,"Japanese, born 1953",Japanese,Male,1953,0,0
7206,"Bell Laboratories, company design","American, founded 1974",American,,1974,0,7
7207,Stephen Hobson,"American, born 1942",American,Male,1942,0,0
7208,Glenn Edens,"American, born 1952",American,Male,1952,0,0
7209,Giotto Stoppino,"Italian, born 1926",Italian,Male,1926,0,0
7210,Shiro Kuramata,"Japanese, 1934–1991",Japanese,Male,1934,1991,8
7211,Jan Matthias,Austrian,Austrian,,0,0,1
7212,Koen De Winter,"Belgian, born 1943",Belgian,Male,1943,0,2
7213,Roberto Ubaldi,"Italian, born 1940",Italian,Male,1940,0,0
7214,Umberto Orsoni,"Italian, born 1940",Italian,Male,1940,0,0
7215,Gianni Pareschi,"Italian, born 1940",Italian,Male,1940,0,0
7216,Gianfranco Facchetti,"Italian, born 1939",Italian,Male,1939,0,0
7217,Peter L. Zane,"American, born 1950",American,Male,1950,0,0
7218,Bengt Palmgren,"Swedish, born 1944",Swedish,Male,1944,0,0
7219,Kevan Laycraft,"Canadian, born 1955",Canadian,Male,1955,0,0
7220,John Lonczak,"American, born 1954",American,Male,1954,0,0
7221,Roald Steen Hansen,"Danish, born 1942",Danish,Male,1942,0,1
7222,Mary Kocol,"American, born 1962",American,Female,1962,0,2
7223,Davide Mercatali,"Italian, born 1948",Italian,Male,1948,0,0
7225,Carmen Basile,"American, born 1947",American,Female,1947,0,0
7226,Jacobus Lucas Verhoog,"Danish, born 1878",Danish,Male,1878,0,0
7227,"Unidentified Designer, Chinese",,Chinese,,0,0,1
7229,Rafael Viñoly,"American, born Uruguay 1944",American,Male,1944,0,12
7232,Giuseppe Cappelli,Italian,Italian,Male,0,0,1
7233,William de Vries,"Dutch, 1908–1969",Dutch,Male,1908,1969,1
7234,Earl Childress,"American, born 1956",American,Male,1956,0,0
7235,"Robert Kahn Architects, New York",,,,0,0,0
7236,"Nageli & Vallebuona Architekten, Berlin",German,German,,0,0,0
7238,Stephen Peart,"British, born 1958",British,Male,1958,0,0
7239,Steven T. Kaneko,"American, born 1962",American,Male,1962,0,1
7240,Robert J. King,"American, born 1917",American,Male,1917,0,1
7241,Panasonic,"Japan, est. 1918",Japanese,,1918,0,1
7242,Kari Virtanen,"Finnish, born 1948",Finnish,Male,1948,0,1
7245,Giuseppe Pensotti,"Italian, born 1939",Italian,Male,1939,0,0
7246,Gruppo G14,Italian,Italian,,0,0,0
7247,Paulus van Leeuwen,"Dutch, born 1955",Dutch,Male,1955,0,1
7248,Alexander Blomberg,"German, born 1949",German,Male,1949,0,0
7249,Alice von Pechmann,"American, born Germany 1906",American,Female,1906,0,2
7252,Unidentified Designer,Japanese,Japanese,,0,0,437
7261,Poul Henningsen,"Danish, 1894–1967",Danish,Male,1894,1967,4
7264,Unidentified Designer,Austrian,Austrian,,0,0,437
7275,John Barnard,"British, born 1946",British,Male,1946,0,3
7277,Alberto Meda,"Italian, born 1945",Italian,Male,1945,0,3
7278,Franco Raggi,"Italian, born 1945",Italian,Male,1945,0,0
7279,Denis Santachiara,"Italian, born 1950",Italian,Male,1950,0,0
7280,Tim Parsey,"British, born 1960",British,Male,1960,0,1
7281,Mark Sanders,"British, born 1956",British,Male,1956,0,1
7282,Bashir Zivari,"American, born 1961",American,Male,1961,0,1
7283,Masuteru Aoba,"Japanese, born 1939",Japanese,Male,1939,0,1
7290,Emile-Jacques Ruhlmann,"French, 1879–1933",French,Male,1879,1933,2
7295,Unidentified Designer,Czech,Czech,,0,0,437
7308,Jürgen Greubel,German,German,Male,0,0,1
7312,Charles O. Perry,"American, 1929–2011",American,Male,1929,2011,1
7316,Paolo Lomazzi,"Italian, born 1936",Italian,Male,1936,0,0
7317,Donato D'Urbino,"Italian, born 1935",Italian,Male,1935,0,0
7319,Ugo La Pietra,"Italian, born 1938",Italian,Male,1938,0,1
7327,Lynn Alexander,"American, 1920–1963",American,Female,1920,1963,1
7329,Emily Belding,"American, 1904–1999",American,Female,1904,1999,7
7330,Yvonne Delattre,Swiss,Swiss,Female,0,0,4
7333,Alexander Girard,"American, 1907–1993",American,Male,1907,1993,10
7336,Eszter Haraszty,"American, born Hungary. 1920–1994",American,Female,1920,1994,4
7338,Jack Lenor Larsen,"American, born 1927",American,Male,1927,0,7
7340,"Klearflax Linen Looms, Duluth, MN",1909–1953,American,,1909,1953,0
7341,Martin,Nationality unknown,Nationality unknown,Male,0,0,1
7342,Sven Markelius,"Swedish, 1889–1972",Swedish,Male,1889,1972,3
7344,Dorothy Liebes,"American, 1899–1972",American,Female,1899,1972,7
7346,Astrid Sampe,"Swedish, 1909–2002",Swedish,Female,1909,2002,3
7348,Joel Robinson,"American, 1915 – 2012",American,Male,1915,2012,5
7350,Ada Louise Huxtable,"American, 1921–2013",American,Female,1921,2013,0
7351,Lodovico Meneghetti,"Italian, born 1926",Italian,Male,1926,0,0
7353,Heinz Rasch,"German, 1902–1996",German,Male,1902,1996,0
7355,Sigurd Persson,"Swedish, born 1914",Swedish,Male,1914,0,2
7357,Angelo Testa,"American, 1921–1984",American,Male,1921,1984,6
7359,Basil Spence,"British, 1907–1976",British,Male,1907,1976,1
7360,Ellen Siegel,American,American,Female,0,0,1
7364,Vera (Vera Neumann),"American, 1909–1993",American,Female,1909,1993,3
7365,Gretl Wollner,"Austrian, 1920–2006",Austrian,Female,1920,2006,0
7378,Roger Tallon,"French, 1929–2011",French,Male,1929,2011,6
7381,Bertel Gardberg,"Finnish, born 1916",Finnish,Male,1916,0,2
7386,Warren Platner,"American, 1919–2006",American,Male,1919,2006,0
7387,Willa Percival,American,American,Female,0,0,0
7388,Matthew Abbott,"British, born 1965",British,Male,1965,0,2
7389,Petah Coyne,"American, born 1953",American,Female,1953,0,1
7390,Moustapha Dimé,"Senegalese, 1952–1998",Senegalese,Male,1952,1998,1
7391,Marisa Merz,"Italian, 1926–2019",Italian,Female,1926,2019,4
7392,Donald T. Chadwick,"American, born 1936",American,Male,1936,0,0
7393,William Stumpf,"American, 1936–2006",American,Male,1936,2006,0
7395,The Stanley Works,"USA, est. 1843",American,,1843,0,1
7397,Werner Büttner,"German, born 1954",German,Male,1954,0,6
7400,Marc van de Loo,"Swiss, born 1966",Swiss,Male,1966,0,0
7401,Steve Jobs,"American, born 1955",American,Male,1955,0,0
7402,Jerry Manock,American,American,Male,0,0,0
7403,Walter Ballmer,"Swiss, born 1923",Swiss,Male,1923,0,2
7404,Peggy Diggs,"American, born 1946",American,Female,1946,0,1
7406,Tadeusz Myslowski,"American, born 1943",American,Male,1943,0,1
7407,Jaune Quick-to-see Smith,"American, born 1940",American,Female,1940,0,1
7408,Ann Hamilton,"American, born 1956",American,Female,1956,0,10
7409,Cecil Stephenson,"British, 1889–1965",British,Male,1889,1965,1
7410,Miguel Angel Ríos,"Argentine, born 1943",Argentine,Male,1943,0,1
7411,Atelier de Creation Graphique,French,French,,0,0,1
7412,Tsuguya Inone,Japanese,Japanese,Female,0,0,1
7413,Toshifumi Kawahara,Japanese,Japanese,Male,0,0,1
7414,Akio Okumura,Japanese,Japanese,Male,0,0,2
7415,Shinro Otake,Japanese,Japanese,Male,0,0,1
7416,Gary Hill,"American, born 1951",American,Male,1951,0,9
7417,Otto Struck,German,German,Male,0,0,1
7418,Chuck Hoberman,"American, born 1956",American,Male,1956,0,2
7419,Scott Marble,"American, born 1960",American,Male,1960,0,0
7420,Yoshito Takahashi,"Japanese, born 1962",Japanese,Male,1962,0,1
7421,Jacques Herzog,"Swiss, born 1950",Swiss,Male,1950,0,10
7422,Pierre de Meuron,"Swiss, born 1950",Swiss,Male,1950,0,2
7423,Karen Fairbanks,"American, born 1959",American,Female,1959,0,0
7424,George Howe,"American, 1886–1955",American,Male,1886,1955,0
7425,William Lescaze,"American, born Switzerland. 1896–1969",American,Male,1896,1969,3
7426,Martin Diethelm,Swiss,Swiss,Male,0,0,1
7427,Hans Gantert,"German, born 1934",German,Male,1934,0,1
7428,José Bedia,"Cuban, born 1959",Cuban,Male,1959,0,2
7429,Vijay Kumar,"Indian, born 1942",Indian,Male,1942,0,2
7431,Giulio Aristide Sartorio,"Italian, 1860–1932",Italian,Male,1860,1932,1
7432,Walter Pfeiffer,,,Male,0,0,1
7433,J. Van Der Wal,Nationality unknown,Nationality unknown,,0,0,1
7434,Bureau,American,American,,0,0,0
7435,Donald Moffett,"American, born 1955",American,Male,1955,0,5
7436,Marlene McCarty,"American, born 1957",American,Female,1957,0,1
7439,Marco Ferreri,"Italian, born 1958",Italian,Male,1958,0,1
7440,Kazuo Kawasaki,"Japanese, born 1949",Japanese,Male,1949,0,1
7441,Ross Lovegrove,"British, born 1958",British,Male,1958,0,2
7442,Lella Vignelli,"Italian, 1934–2016",Italian,Female,1934,2016,0
7443,David Law,"American, born 1937",American,Male,1937,0,0
7445,Johann Loetz,"American, 1848–1933",American,Male,1848,1933,2
7446,Moira Dryer,"Canadian, 1957–1992",Canadian,Female,1957,1992,1
7447,Mona Hatoum,"British of Palestinian origin, born in Beirut, Lebanon 1952",British,Female,1952,0,28
7448,Rodolfo Bretzel,"Italian, born 1966",Italian,Male,1966,0,1
7449,Thomas Eriksson,"Swedish, born 1959",Swedish,Male,1959,0,1
7450,Jean Nouvel,"French, born 1945",French,Male,1945,0,3
7451,Vincent de Rijk,"Dutch, born 1962",Dutch,Male,1962,0,2
7452,Arribas,Spanish,Spanish,,0,0,1
7453,Arturo Ballester,"Spanish, 1890–1979",Spanish,Male,1890,1979,2
7454,Boni,Spanish,Spanish,,0,0,1
7455,J. Briones,Spanish,Spanish,,0,0,1
7456,Art Chantry,"American, born 1954",American,Male,1954,0,4
7457,Jose Espert,Spanish,Spanish,Male,0,0,2
7458,Francisco Rivero Gil,"Spanish, 1899–1972",Spanish,Male,1899,1972,1
7459,Juan Parrilla,Spanish,Spanish,Male,0,0,3
7460,Simon Leung,"American, born 1964",American,Male,1964,0,1
7461,Gabriel Orozco,"Mexican, born 1962",Mexican,Male,1962,0,49
7462,Kim Jones,"American, born 1944",American,Male,1944,0,6
7463,Sara Sosnowy,"American, born 1957",American,Female,1957,0,2
7464,Bill Traylor,"American, c. 1853–1949",American,Male,1853,1949,12
7465,Elyn Zimmerman,"American, born 1945",American,Female,1945,0,2
7466,Cliff Chi,"American, born 1964",American,Male,1964,0,1
7467,René Herbst,"French, 1891–1982",French,Male,1891,1982,2
7468,Charles B. Kaufmann,"American, 1890–1957",American,Male,1890,1957,1
7470,Christian de Portzamparc,"French, born 1944",French,Male,1944,0,21
7471,Hélène Delprat,"German, born 1957",German,Female,1957,0,15
7472,Gordon Cook,"American, 1927–1985",American,Male,1927,1985,1
7473,Grenville Davey,"British, born 1961",British,Male,1961,0,7
7474,General Idea,"Canadian, 1969–1994",Canadian,Male,1969,1994,110
7476,Federico Guzmán,"Spanish, born 1964",Spanish,Male,1964,0,1
7477,Alfredo Jaar,"Chilean, born 1956",Chilean,Male,1956,0,8
7478,Richard Mock,"American, born 1944",American,Male,1944,0,1
7479,Rirkrit Tiravanija,"Thai, born Argentina 1961",Thai,Male,1961,0,25
7480,Enrique Chagoya,"American, born Mexico 1953",Mexican,Male,1953,0,25
7481,Lucien Pissarro,"French, 1863–1944",French,Male,1863,1944,1
7482,Daniel Lang,"American, 1935–2013",American,Male,1935,2013,1
7483,James Kearns,"American, born 1924",American,Male,1924,0,1
7484,(follower of) José-Guadalupe  Posada,"Mexican, 1852–1913",Mexican,Male,1852,1913,0
7485,Luis Alberto Wells,"Argentine, born 1939",Argentine,Male,1940,0,1
7487,Tom Friedman,"American, born 1965",American,Male,1965,0,8
7488,Doris Salcedo,"Colombian, born 1958",Colombian,Female,1958,0,3
7489,Tony Oursler,"American, born 1957",American,Male,1957,0,12
7490,Kcho (Alexis Leyva Machado),"Cuban, born 1970",Cuban,Male,1970,0,3
7491,Simon Patterson,"British, born 1967",British,Male,1967,0,2
7492,Kay Rosen,"American, born 1947",American,Female,1947,0,2
7493,Alexis Smith,"American, born 1949",American,Female,1949,0,4
7494,Sue Williams,"American, born 1954",American,Female,1954,0,6
7495,Giulio Paolini,"Italian, born 1940",Italian,Male,1940,0,2
7496,Gilbert & George,British,British,Male,0,0,17
7497,Karen Kunc,American,American,Female,0,0,1
7498,Douglas Blau,"American, born 1955",American,Male,1955,0,2
7499,Paul Balluriau,"French, 1860–1917",French,Male,1860,1917,1
7500,Raymond Pettibon,"American, born 1957",American,Male,1957,0,228
7501,Toba Khedoori,"Australian, born 1964",Australian,Female,1964,0,3
7502,Rebecca Horn,"German, born 1944",German,Female,1944,0,33
7503,Roni Horn,"American, born 1955",American,Female,1955,0,27
7504,Phyllis Bramson,"American, born 1941",American,Female,1941,0,1
7505,Koichi Yoshimura,"Japanese, born 1940",Japanese,Male,1940,0,2
7506,Yamazaki Vellodo Co. Ltd.,Japanese,Japanese,,0,0,1
7507,Eiji Miyamoto,"Japanese, born 1948",Japanese,Male,1948,0,1
7510,Ritva Puotila,"Finnish, born 1935",Finnish,Female,1935,0,7
7512,Edward William Godwin,"British, 1833–1886",British,Male,1833,1886,2
7513,Harry J. Powell,"British, 1855–1922",British,Male,1855,1922,2
7514,Tomoyuki Sugiyama,"Japanese, born 1954",Japanese,Male,1954,0,1
7515,Sir William Lyons,"British, 1901–1985",British,Male,1901,1985,0
7516,Malcolm Sayer,"British, 1916–1970",British,Male,1916,1970,0
7517,Cyan,"German, established 1992",German,,1992,0,13
7518,Jennifer Morla,"American, born 1955",American,Female,1955,0,2
7520,Luc Tuymans,"Belgian, born 1958",Belgian,Male,1958,0,31
7521,Marlene Dumas,"South African, born 1953",South African,Female,1953,0,23
7522,Nobuyoshi Araki,"Japanese, born 1940",Japanese,Male,1940,0,16
7523,Willie Birch,"American, born 1942",American,Male,1942,0,1
7524,Minnie Evans,"American, 1892–1987",American,Female,1892,1987,7
7525,Andrea Zittel,"American, born 1965",American,Female,1965,0,33
7526,Toyo Ito,"Japanese, born 1941",Japanese,Male,1941,0,3
7527,Daniel Libeskind,"American, born Poland 1946",American,Male,1946,0,32
7528,Cesar Pelli,"American, born Argentina 1926",American,Male,1926,0,15
7529,Ben van Berkel,"Dutch, born 1957",Dutch,Male,1957,0,1
7530,Mehrdad Yazdani,"Iranian, born 1959",Iranian,Male,1959,0,2
7531,Bernhard Fuchs,"Austrian, born 1971",Austrian,Male,1971,0,2
7532,Nan Goldin,"American, born 1953",American,Female,1953,0,22
7533,Jean-Luc Moulène,"French, born 1955",French,Male,1955,0,3
7534,Julião Sarmento,"Portuguese, 1948 – 2021",Portuguese,Male,1948,2021,15
7535,Christian Schumann,"American, born 1970",American,Male,1970,0,1
7537,Mikko Heikkinen,"Finnish, born 1949",Finnish,Male,1949,0,0
7538,Henry Bond,"British, born 1966",British,Male,1966,0,0
7539,Markku Komonen,"Finnish, born 1945",Finnish,Male,1945,0,0
7540,Stuart Brisley,"British, born 1933",British,Male,1933,0,3
7541,Don Brown,"British, born 1962",British,Male,1962,0,3
7542,Helen Chadwick,"British, 1953–1996",British,Female,1953,1996,1
7545,Tracey Emin,"British, born 1963",British,Female,1963,0,2
7546,Angus Fairhurst,"British, 1966–2008",British,Male,1966,2008,6
7547,Liam Gillick,"British, born 1964",British,Male,1964,0,25
7548,Gary Hume,"British, born 1962",British,Male,1962,0,13
7550,Sam Taylor-Wood,"British, born 1967",British,Female,1967,0,2
7555,Boyd Webb,"New Zealander, born 1947",New Zealander,Male,1947,0,0
7556,John Biggers,"American, 1924–2001",American,Male,1924,2001,1
7557,Franz West,"Austrian, 1947–2012",Austrian,Male,1947,2012,48
7558,Elia Zenghelis,"British, born Greece 1937",British,Male,1937,0,0
7559,Zoe Zenghelis,"British, born Greece 1937",British,Female,1937,0,0
7560,Gwathmey Siegel & Associates Architects,est. 1967,American,,1967,0,0
7561,Laurids Ortner,"Austrian, born 1941",Austrian,Male,1941,0,2
7562,Manfred Ortner,"Austrian, born 1943",Austrian,Male,1943,0,0
7563,Kazuyo Sejima & Associates,"Japanese, established 1987",Japanese,,1987,0,1
7564,Marc Tsurumaki,"American, born 1965",American,Male,1965,0,0
7565,Jonathan Crary,"American, born 1951",American,Male,1951,0,0
7566,Joel Sanders,"American, born 1956",American,Male,1956,0,4
7567,"Herzog & de Meuron, Basel",est. 1978,Swiss,,1978,0,67
7568,Thomas Blossfeldt,"Swiss, born 1950",Swiss,Male,1950,0,0
7569,Norman Foster,"British, born 1935",British,Male,1935,0,4
7570,James Wines,"American, born 1932",American,Male,1932,0,11
7571,Harry C. Wolf,"American, born 1935",American,Male,1935,0,1
7572,Wolf D. Prix,"Austrian, born 1942",Austrian,Male,1942,0,0
7573,Helmut Swiczinsky,"Polish, born 1944",Polish,Male,1944,0,0
7574,Ortner & Ortner,"Austrian, founded 1987",Austrian,,1987,0,0
7575,Winy Maas,"Dutch, born 1959",Dutch,Male,1959,0,0
7576,Elizabeth Alford,"American, born 1967",American,Female,1967,0,0
7577,Ray Maggiore,"American, born 1964",American,Male,1964,0,0
7578,Vince Scirano,"American, born 1966",American,Male,1966,0,0
7579,Ron Steiner,"American, born 1952",American,Male,1952,0,0
7581,Xaveer de Geyter,"Dutch, born 1970",Dutch,Male,1970,0,0
7583,Rody Graumans,"Dutch, born 1968",Dutch,Male,1968,0,1
7584,Hella Jongerius,"Dutch, born 1963",Dutch,Female,1963,0,14
7585,Tejo Remy,"Dutch, born 1960",Dutch,Male,1960,0,2
7586,Arian Brekveld,"Dutch, born 1968",Dutch,Male,1968,0,1
7587,Jos van der Meulen,"Dutch, born 1958",Dutch,Male,1958,0,1
7588,Marcel Wanders,"Dutch, born 1963",Dutch,Male,1963,0,1
7590,Studio Tetrarc,"Italian, established 1969",Italian,,1969,0,1
7592,Paolo Rizzatto,"Italian, born 1941",Italian,Male,1941,0,1
7594,Maurizio Ficcadenti,"Italian, born 1970",Italian,Male,1970,0,1
7595,David Moreno,"American, born 1957",American,Male,1957,0,28
7596,Florence Knoll,"American, 1917–2019",American,Female,1917,2019,2
7597,Patti Smith,"American, born 1946",American,Female,1946,0,4
7598,Bent Hedegaard Nobert,"Danish, born 1959",Danish,Male,1959,0,1
7599,Montse Padrós i Marqués,"Spanish, born 1952",Spanish,Male,1952,0,0
7600,Carlos Riart,"Spanish, born 1944",Spanish,Male,1944,0,0
7601,Ben Faydherbe,"Dutch, born 1958",Dutch,Male,1958,0,0
7602,Wout De Vringer,"Dutch, born 1959",Dutch,Male,1959,0,0
7603,Opera,"Dutch, established 1985",Dutch,,1985,0,0
7604,Ton Homburg,"Dutch, born 1952",Dutch,Male,1952,0,0
7605,Emil Hoppe,"Austrian, 1876–1957",Austrian,Male,1876,1957,2
7606,Robert A. M. Stern,"American, born 1939",American,Male,1939,0,3
7607,Marcel Kammerer,"Austrian, 1878–1969",Austrian,Male,1878,1969,1
7608,Otto Schönthal,"Austrian, 1878–1961",Austrian,Male,1878,1961,2
7609,Steven Holl Architects,"American, founded 1976",American,,1976,0,2
7610,Stephen Cassell,"American, born 1963",American,Male,1963,0,0
7611,Pier Copat,American,American,Male,0,0,0
7612,Bryan Bell,American,American,Male,0,0,0
7613,Peter Lynch,American,American,Male,0,0,0
7614,Pieter Laurens Mol,"Dutch, born 1946",Dutch,Male,1946,0,5
7615,Waltercio Caldas,"Brazilian, born 1946",Brazilian,Male,1946,0,9
7616,Lari Pittman,"American, born 1952",American,Male,1952,0,10
7617,Nancy Rubins,"American, born 1952",American,Female,1952,0,9
7618,Nicola Tyson,"British, born 1960",British,Female,1960,0,8
7619,Lex Reitsma,"Dutch, born 1958",Dutch,Male,1958,0,3
7620,Studio Boot,"Dutch, born 1992",Dutch,,1992,0,0
7621,Edwin Vollebergh,,,Male,0,0,0
7622,Pietra Jansen,,,Female,0,0,0
7623,Una,"Dutch, established 1992",Dutch,,1992,0,0
7624,Will De L'ecluse,"Dutch, born 1951",Dutch,Male,1951,0,0
7625,Jan van Toorn,"Dutch, born 1932",Dutch,Male,1932,0,3
7626,Patrick Ireland,"Irish, 1972–2008",Irish,Male,1972,2008,1
7627,Rudolf Stingel,"Italian, born 1956",Italian,Male,1956,0,5
7629,Carol Hepper,"American, born 1953",American,Female,1953,0,1
7630,Hale Woodruff,"American, 1900–1980",American,Male,1900,1980,10
7631,Yasumasa Morimura,"Japanese, born 1951",Japanese,Male,1951,0,1
7632,Wild Plakken,"Dutch, founded 1977",Dutch,,1977,0,0
7633,Lies Ros,"Dutch, born 1952",Dutch,Male,1952,0,0
7634,Frank Beekers,Dutch,Dutch,Male,0,0,0
7635,Rob Schroder,"Dutch, born 1950",Dutch,Male,1950,0,0
7636,IBM Corporation,"American, founded 1911",American,,1911,0,3
7637,Paul McCarthy,"American, born 1945",American,Male,1945,0,56
7638,Roger Ballen,"South African, born America 1950",South African,Male,1950,0,1
7639,Ellen Gallagher,"American, born 1965",American,Female,1965,0,85
7640,Steve Wolfe,"American, 1955–2016",American,Male,1955,2016,4
7641,Gerald Brockhurst,"American, 1890–1978",American,Male,1890,1978,1
7642,Yvonne Droge-Wendel,"German, born 1961",German,Female,1961,0,2
7644,Elaine Lustig Cohen,"American, 1927–2016",American,Female,1927,2016,235
7646,Frank Paulin,"American, 1926–2016",American,Male,1926,2016,2
7647,Dieter Appelt,"German, born 1935",German,Male,1935,0,2
7648,Shimon Attie,"American, born 1957",American,Male,1957,0,2
7649,Per Bernsten,"Norwegian, born 1942",Norwegian,Male,1942,0,1
7650,Bruce Charlesworth,"American, born 1950",American,Male,1950,0,1
7651,David Goldes,"American, born 1947",American,Male,1947,0,2
7652,Geoffrey Biddle,"American, born 1950",American,Male,1950,0,4
7653,Rudy Burckhardt,"American, born Switzerland. 1914–1999",American,Male,1914,1999,60
7654,Carl Martin,"American, born 1958",American,Male,1958,0,1
7655,Floris M. Neusüss,"German, born 1937",German,Male,1937,0,1
7656,Melissa Ann Pinney,"American, born 1953",American,Female,1953,0,1
7657,Gabrielle Russomagno,"American, born 1963",American,Female,1963,0,1
7658,Shelly Rusten,"American, born 1938",American,Male,1938,0,2
7659,Herman Schervee,"Norwegian, 1867–1923",Norwegian,Male,1867,1923,1
7660,Christer Strömholm,"Swedish, 1918–2002",Swedish,Male,1918,2002,10
7661,Aldo Rossi,"Italian, 1931–1997",Italian,Male,1931,1997,6
7662,Franz Erhard Walther,"German, born 1939",German,Male,1939,0,145
7663,Joel Leivick,"American, born 1951",American,Male,1951,0,2
7664,John Claude White,"British, 1853–1918",British,Male,1853,1918,1
7665,Eduardo Arroyo,"Spanish, born 1937",Spanish,Male,1937,0,1
7666,Eugène Druet,"French, 1868–1917",French,Male,1868,1917,1
7667,Horst P. Horst,"American, born Germany. 1906–1999",American,Male,1906,1999,2
7668,Robert Howlett,"British, 1831–1858",British,Male,1831,1858,1
7669,Calvert Richard Jones,"British, 1802–1877",British,Male,1802,1877,1
7670,Drahomir Joseph Ruzicka,"American, born Austria–Hungary. 1870–1960",American,Male,1870,1960,1
7671,Frank Meadow Sutcliffe,"British, 1853–1941",British,Male,1853,1941,1
7672,Léon Vidal,"French, 1833–1906",French,Male,1833,1906,1
7673,Fred Tomaselli,"American, born 1956",American,Male,1956,0,6
7674,Sylvie Fleury,"Swiss, born 1961",Swiss,Female,1961,0,5
7675,Louis Legrand,"French, 1863–1951",French,Male,1863,1951,1
7676,Antonio Muntadas,"Spanish, born 1942",Spanish,Male,1942,0,13
7677,Alyson Shotz,"American, born 1964",American,Female,1964,0,4
7678,Martin Walde,"Austrian, born 1957",Austrian,Male,1957,0,13
7679,Kara Walker,"American, born 1969",American,Female,1969,0,83
7680,Michael Joaquin Grey,"American, born 1961",American,Male,1961,0,2
7681,Paulina Wallenberg-Olsson,,,Female,0,0,0
7682,Group Material,"American, active 1979–1996",American,,1979,1996,1
7683,Helga von Eicken-Kopperl,Canadian,Canadian,Female,0,0,1
7684,Equipo Crónica,"Spanish artist's group, active 1964–1981",Spanish,Male,1964,1981,0
7685,Peter Nadin,"American, born 1954",American,Male,1954,0,1
7686,Rafael Solbes,"Spanish, 1940–1981",Spanish,Male,1940,1981,0
7687,Barbara Blondeau,"American, 1938–1974",American,Female,1938,1974,1
7688,Adam Bartos,"American, born 1953",American,Male,1953,0,10
7689,Yukinori Yanagi,"Japanese, born 1959",Japanese,Male,1959,0,6
7691,Kevin Bubriski,"American, born 1954",American,Male,1954,0,1
7692,Terry Evans,"American, born 1944",American,Female,1944,0,2
7693,Adolphe-Léon Willette,"French, 1857–1926",French,Male,1857,1926,3
7694,Jay DeFeo,"American, 1929–1989",American,Female,1929,1989,7
7695,José Gabriel Gonzáles,"Peruvian, 1900–1978",Peruvian,Male,1900,1978,1
7696,Nicholas Grimshaw,"British, born 1939",British,Male,1939,0,1
7697,Eric Rondepierre,"French, born 1950",French,Male,1950,0,1
7698,David Spear,"American, born 1937",American,Male,1937,0,2
7699,Paul Jeuffrain,"French, died 1916",French,Male,0,1916,2
7700,François Kollar,"French, born Slovakia. 1904–1979",French,Male,1904,1979,2
7701,Herbert List,"German, 1903–1975",German,Male,1903,1975,5
7702,John Milisenda,"American, born 1947",American,Male,1947,0,1
7703,Margaret Moulton,"American, born 1956",American,Female,1956,0,1
7704,Susan Weil,"American, born 1930",American,Female,1930,0,0
7705,Frank Sellitto,"American, born 1951",American,Male,1951,0,1
7706,Wojciech Prazmowski,"Polish, born 1949",Polish,Male,1949,0,2
7707,Mike and Doug Starn,"American, born 1961",American,Male,1961,0,1
7708,"U.S. Geological Survey and NASA, Surveyor III",American,American,,0,0,1
7709,Jay Wolke,"American, born 1954",American,Male,1954,0,2
7710,Shikanosuke Yagaki,"Japanese, 1897–1966",Japanese,Male,1897,1966,1
7711,Jerry Schatzberg,"American, born 1927",American,Male,1927,0,4
7712,Carolee Schneemann,"American, 1939–2019",American,Female,1939,2019,29
7714,Graham Smith,"British, born 1947",British,Male,1947,0,5
7715,Hélio Oiticica,"Brazilian, 1937–1980",Brazilian,Male,1937,1980,16
7716,Paul Vanderbilt,"American, 1905–1992",American,Male,1905,1992,14
7717,Catherine Wagner,"American, born 1953",American,Female,1953,0,2
7718,Mogens Balle,"Danish, 1921–1988",Danish,Male,1921,1988,1
7719,Sven Dalsgaard,"Danish, born 1914",Danish,Male,1914,0,1
7720,Knud Jans,Danish,Danish,Male,0,0,1
7721,Niels Jensen,Danish,Danish,Male,0,0,1
7722,Bago Nielsen,Danish,Danish,,0,0,1
7723,Axel Wilmar,Danish,Danish,Male,0,0,1
7724,Johs Jensen,Danish,Danish,Male,0,0,1
7725,Raphael Drouart,"French, born 1884",French,Male,1884,0,1
7726,Jeanne Bardey,"French, 1872–1954",French,Female,1872,1954,1
7727,Maurice Asselin,"French, 1882–1947",French,Male,1882,1947,1
7728,Willibald Kramm,"German, born 1891",German,Male,1891,0,1
7730,Georg Meistermann,"German, born 1911",German,Male,1911,0,1
7731,Emil Kiess,"German, born 1930",German,Male,1930,0,1
7732,Hubertus von Pilgrim,"German, born 1931",German,Male,1931,0,2
7733,Rigaud Benoit,"Haitian, 1911–1986",Haitian,Male,1911,1986,0
7734,Dieudonne Cedor,"Haitian, 1925–2010",Haitian,Male,1925,2010,1
7735,Gabriel Alix,"Haitian, 1930–1998",Haitian,Male,1930,1998,1
7736,Arnold Lafontant,Haitian,Haitian,Male,0,0,1
