Count of work,218,821,93,cluster
1,227,820,-123095,c1
0,228,821,-123095,c1
1,227,820,-123096,c1
1,227,820,-123097,c1
3,225,818,-123100,c1
1,227,820,-123101,c1
1,227,820,-123102,c1
1,227,820,-123103,c1
8,220,813,-123111,c1
4,224,817,-123115,c1
0,228,821,-123115,c1
0,228,821,-123115,c1
0,228,821,-123115,c1
0,228,821,-123115,c1
1,227,820,-123116,c1
0,228,821,-123116,c1
3,225,818,-123119,c1
4,224,817,-123123,c1
0,228,821,-123123,c1
1,227,820,-123124,c1
1,227,820,-123125,c1
62,166,759,-123187,c1
0,228,821,-123187,c1
1,227,820,-123188,c1
0,228,821,-123188,c1
1,227,820,-123189,c1
11,217,810,-123200,c1
6,222,815,-123206,c1
62,166,759,-123268,c1
1,227,820,-123269,c1
3,225,818,-123272,c1
0,228,821,-123272,c1
1,227,820,-123273,c1
4,224,817,-123277,c1
103,125,718,-123380,c1
1,227,820,-123381,c1
6,222,815,-123387,c1
4,224,817,-123391,c1
1,227,820,-123392,c1
